,Unnamed: 0,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
757,757.0,Ross Dwelley,SF,2022,TE,12,3,5,105,35.0,1,56,2,8.8,0,0,43,3
758,758.0,Alec Ingold,MIA,2022,FB,17,15,23,105,7.0,1,17,0,6.2,0,0,93,4
759,759.0,Dare Ogunbowale,HOU,2022,RB,17,20,26,104,5.2,0,23,1,6.1,0,0,124,5
760,760.0,Steven Sims,PIT,2022,WR,12,14,23,104,7.4,0,28,1,8.7,0,0,86,5
761,761.0,Jalen Reagor,MIN,2022,WR,17,8,13,104,13.0,1,38,2,6.1,0,0,28,5
762,762.0,Peyton Hendershot,DAL,2022,TE,17,11,16,103,9.4,2,29,2,6.1,0,0,47,8
763,763.0,River Cracraft,MIA,2022,WR,11,9,14,102,11.3,2,22,1,9.3,0,0,26,8
764,764.0,Darrell Henderson Jr.,LAR,2022,RB,10,17,22,102,6.0,0,15,0,10.2,0,0,110,5
765,765.0,Justin Jackson,DET,2022,RB,16,12,19,101,8.4,1,15,0,6.3,0,0,110,7
766,766.0,Joshua Kelley,LAC,2022,RB,13,14,25,101,7.2,0,22,1,7.8,0,0,88,4
767,767.0,Anthony Firkser,ATL,2022,TE,11,9,13,100,11.1,0,22,1,9.1,0,0,20,5
768,768.0,Giovanni Ricci,CAR,2022,TE,15,8,9,100,12.5,0,32,1,6.7,0,0,58,3
769,769.0,Zonovan Knight,NYJ,2022,RB,7,13,14,100,7.7,0,16,0,14.3,1,0,132,5
770,770.0,Marcus Johnson,NYG,2022,WR,14,9,22,99,11.0,0,18,0,7.1,0,0,36,6
771,771.0,Marlon MackSF,SF / DEN,2022,RB,8,8,10,99,12.4,1,66,1,12.4,0,0,114,2
772,772.0,Damien Harris,NE,2022,RB,11,17,23,97,5.7,0,15,0,8.8,0,0,86,4
773,773.0,Mike Boone,DEN,2022,RB,9,9,15,96,10.7,0,34,2,10.7,0,0,81,2
774,774.0,Albert Okwuegbunam Jr.,DEN,2022,TE,8,10,18,95,9.5,1,25,1,11.9,0,0,59,4
775,775.0,Raheem Blackshear,CAR,2022,RB,13,10,12,93,9.3,0,27,1,7.2,0,0,105,3
776,776.0,Ezekiel Elliott,DAL,2022,RB,15,17,23,92,5.4,0,31,1,6.1,0,0,88,4
777,777.0,Alexander Mattison,MIN,2022,RB,17,15,18,91,6.1,1,16,0,5.4,0,0,121,4
778,778.0,Kenyan Drake,BAL,2022,RB,12,17,26,89,5.2,1,15,0,7.4,0,0,125,7
779,779.0,Cam Sims,WSH,2022,WR,17,8,18,89,11.1,0,21,1,5.2,0,0,18,5
780,780.0,Parker Hesse,ATL,2022,TE,17,9,11,89,9.9,0,22,1,5.2,0,0,36,6
781,781.0,Michael Bandy,LAC,2022,WR,10,10,21,89,8.9,0,25,2,8.9,0,0,25,5
782,782.0,Ty Johnson,NYJ,2022,RB,17,12,24,88,7.3,0,16,0,5.2,0,0,73,3
783,783.0,C.J. Ham,MIN,2022,FB,17,10,12,86,8.6,0,17,0,5.1,0,0,56,7
784,784.0,Quintin Morris,BUF,2022,TE,14,8,11,84,10.5,1,26,1,6.0,1,1,33,6
785,785.0,Cooper Kupp,LAR,2021,WR,17,145,191,1947,13.4,16,59,30,114.5,0,0,846,89
786,786.0,Justin Jefferson,MIN,2021,WR,17,108,167,1616,15.0,10,56,27,95.1,1,1,482,75
787,787.0,Davante Adams,GB,2021,WR,16,123,169,1553,12.6,11,59,19,97.1,0,0,604,84
788,788.0,Ja'Marr Chase,CIN,2021,WR,17,81,128,1455,18.0,13,82,22,85.6,2,1,651,56
789,789.0,Deebo Samuel Sr.,SF,2021,WR,16,77,121,1405,18.2,6,83,23,87.8,4,2,780,51
790,790.0,Mark Andrews,BAL,2021,TE,17,107,153,1361,12.7,9,43,20,80.1,1,0,458,75
791,791.0,Tyreek Hill,KC,2021,WR,17,111,159,1239,11.2,9,75,13,72.9,2,1,444,75
792,792.0,Stefon Diggs,BUF,2021,WR,17,103,164,1225,11.9,10,61,12,72.1,1,0,326,66
793,793.0,Tyler Lockett,SEA,2021,WR,16,73,107,1175,16.1,8,69,22,73.4,0,0,277,41
794,794.0,Diontae Johnson,PIT,2021,WR,16,107,169,1161,10.9,8,50,14,72.6,2,2,527,59
795,795.0,DJ Moore,CAR,2021,WR,17,93,163,1157,12.4,4,64,16,68.1,1,1,426,60
796,796.0,Mike Williams,LAC,2021,WR,16,76,129,1146,15.1,9,72,17,71.6,0,0,415,51
797,797.0,Keenan Allen,LAC,2021,WR,16,106,157,1138,10.7,6,42,12,71.1,1,0,337,66
798,798.0,Travis Kelce,KC,2021,TE,16,92,134,1125,12.2,9,69,13,70.3,1,1,564,63
799,799.0,CeeDee Lamb,DAL,2021,WR,16,79,120,1102,13.9,6,49,20,68.9,0,0,441,54
800,800.0,Tee Higgins,CIN,2021,WR,14,74,110,1091,14.7,6,54,17,77.9,1,1,290,53
801,801.0,Michael Pittman Jr.,IND,2021,WR,17,88,129,1082,12.3,6,57,12,63.6,1,0,348,54
802,802.0,Darnell Mooney,CHI,2021,WR,17,81,140,1055,13.0,4,64,14,62.1,0,0,381,49
803,803.0,Terry McLaurin,WSH,2021,WR,17,77,130,1053,13.7,5,46,15,61.9,0,0,317,47
804,804.0,Hunter Renfrow,LV,2021,WR,17,103,128,1038,10.1,9,54,10,61.1,1,1,452,51
805,805.0,Brandin Cooks,HOU,2021,WR,16,90,134,1037,11.5,6,52,12,64.8,0,0,357,45
806,806.0,Mike Evans,TB,2021,WR,16,74,114,1035,14.0,14,46,20,64.7,0,0,259,56
807,807.0,Kyle Pitts,ATL,2021,TE,17,68,110,1026,15.1,1,61,16,60.4,0,0,313,43
808,808.0,Jaylen Waddle,MIA,2021,WR,16,104,140,1015,9.8,6,57,8,63.4,1,0,439,59
809,809.0,Marquise Brown,BAL,2021,WR,16,91,146,1008,11.1,6,49,15,63.0,3,1,388,41
810,810.0,Christian Kirk,ARI,2021,WR,17,77,103,982,12.8,5,50,16,57.8,0,0,243,44
811,811.0,DK Metcalf,SEA,2021,WR,17,75,129,967,12.9,12,84,11,56.9,1,0,328,48
812,812.0,DeVonta Smith,PHI,2021,WR,17,64,104,916,14.3,5,46,16,53.9,1,1,220,43
813,813.0,Amon-Ra St. Brown,DET,2021,WR,17,90,119,912,10.1,5,37,11,53.6,0,0,424,48
814,814.0,George Kittle,SF,2021,TE,14,71,94,910,12.8,6,48,13,65.0,2,1,450,42
815,815.0,A.J. Brown,TEN,2021,WR,13,63,105,869,13.8,5,57,10,66.8,0,0,248,45
816,816.0,Jakobi Meyers,NE,2021,WR,17,83,126,866,10.4,2,39,12,50.9,1,1,222,42
817,817.0,Amari Cooper,DAL,2021,WR,15,68,104,865,12.7,8,41,15,57.7,1,0,235,45
818,818.0,Chase Claypool,PIT,2021,WR,15,59,105,860,14.6,2,59,13,57.3,0,0,295,36
819,819.0,A.J. Green,ARI,2021,WR,16,54,92,848,15.7,3,42,16,53.0,0,0,181,37
820,820.0,Marvin Jones Jr.,JAX,2021,WR,17,73,120,832,11.4,4,33,13,48.9,0,0,132,42
821,821.0,Dallas Goedert,PHI,2021,TE,15,56,76,830,14.8,4,45,14,55.3,1,0,386,42
822,822.0,Tyler Boyd,CIN,2021,WR,16,67,94,828,12.4,5,68,10,51.8,1,0,389,37
823,823.0,Brandon Aiyuk,SF,2021,WR,17,56,84,826,14.8,5,43,16,48.6,1,1,349,37
824,824.0,Dalton Schultz,DAL,2021,TE,17,78,104,808,10.4,8,32,6,47.5,0,0,348,43
825,825.0,Rob Gronkowski,TB,2021,TE,12,55,89,802,14.6,6,42,16,66.8,0,0,350,34
826,826.0,Van Jefferson,LAR,2021,WR,17,50,89,802,16.0,6,79,12,47.2,0,0,216,32
827,827.0,Kendrick Bourne,NE,2021,WR,17,55,70,800,14.5,5,75,10,47.1,1,1,385,27
828,828.0,Mike Gesicki,MIA,2021,TE,17,73,112,780,10.7,2,40,12,45.9,0,0,221,39
829,829.0,Courtland Sutton,DEN,2021,WR,17,58,98,776,13.4,2,55,9,45.6,0,0,135,35
830,830.0,Russell Gage,ATL,2021,WR,14,66,94,770,11.7,4,49,8,55.0,2,2,253,37
831,831.0,Zach ErtzARI,ARI / PHI,2021,TE,17,74,112,763,10.3,5,47,7,44.9,0,0,340,40
832,832.0,Tim Patrick,DEN,2021,WR,16,53,85,734,13.8,5,44,10,45.9,0,0,202,39
833,833.0,Marquez Callaway,NO,2021,WR,17,46,84,698,15.2,6,58,9,41.1,0,0,144,32
834,834.0,Cole Beasley,BUF,2021,WR,16,82,112,693,8.5,1,29,5,43.3,1,0,305,34
835,835.0,Mecole Hardman,KC,2021,WR,17,59,83,693,11.7,2,53,8,40.8,1,1,502,33
836,836.0,Noah Fant,DEN,2021,TE,16,68,90,670,9.9,4,35,7,41.9,0,0,309,29
837,837.0,Darren Waller,LV,2021,TE,11,55,93,665,12.1,2,33,13,60.5,0,0,242,31
838,838.0,K.J. Osborn,MIN,2021,WR,17,50,82,655,13.1,7,64,10,38.5,0,0,179,26
839,839.0,Austin Ekeler,LAC,2021,RB,16,70,94,647,9.2,8,40,3,40.4,4,3,627,31
840,840.0,Quez Watkins,PHI,2021,WR,17,43,62,647,15.0,1,91,12,38.1,0,0,253,25
841,841.0,Emmanuel Sanders,BUF,2021,WR,14,42,72,626,14.9,4,41,10,44.7,0,0,85,31
842,842.0,Laviska Shenault Jr.,JAX,2021,WR,16,63,100,619,9.8,0,58,5,38.7,1,1,389,30
843,843.0,Cole Kmet,CHI,2021,TE,17,60,93,612,10.2,0,25,7,36.0,0,0,246,29
844,844.0,Hunter Henry,NE,2021,TE,17,50,75,603,12.1,9,35,8,35.5,0,0,144,34
845,845.0,Cedrick Wilson Jr.,DAL,2021,WR,16,45,61,602,13.4,6,73,8,37.6,1,0,260,27
846,846.0,Donovan Peoples-Jones,CLE,2021,WR,14,34,58,597,17.6,3,60,12,42.6,1,1,146,26
847,847.0,Tyler Conklin,MIN,2021,TE,17,61,87,593,9.7,3,40,4,34.9,1,0,327,26
848,848.0,Dawson Knox,BUF,2021,TE,15,49,71,587,12.0,9,53,8,39.1,0,0,277,31
849,849.0,Kalif Raymond,DET,2021,WR,16,48,71,576,12.0,4,75,8,36.0,0,0,264,28
850,850.0,Bryan Edwards,LV,2021,WR,17,34,59,571,16.8,3,51,11,33.6,1,0,190,26
851,851.0,Jarvis Landry,CLE,2021,WR,12,52,87,570,11.0,2,38,7,47.5,1,1,273,29
852,852.0,Deonte Harty,NO,2021,WR,13,36,59,570,15.8,3,72,5,43.8,0,0,241,23
853,853.0,Byron Pringle,KC,2021,WR,17,42,60,568,13.5,5,40,11,33.4,0,0,187,32
854,854.0,Jared Cook,LAC,2021,TE,16,48,83,564,11.8,4,42,7,35.3,0,0,238,31
855,855.0,Tyler Higbee,LAR,2021,TE,15,61,85,560,9.2,5,37,3,37.3,1,0,281,33
856,856.0,Gabe Davis,BUF,2021,WR,16,35,63,549,15.7,6,49,13,34.3,0,0,140,29
857,857.0,Cordarrelle Patterson,ATL,2021,RB,16,52,69,548,10.5,5,64,8,34.3,0,0,385,26
858,858.0,Zay Jones,LV,2021,WR,17,47,70,546,11.6,1,43,8,32.1,1,1,170,29
859,859.0,Odell Beckham Jr.LAR,LAR / CLE,2021,WR,14,44,82,537,12.2,5,54,7,38.4,0,0,151,27
860,860.0,Kenny Golladay,NYG,2021,WR,14,37,76,521,14.1,0,36,5,37.2,0,0,119,27
861,861.0,Robbie Chosen,CAR,2021,WR,17,53,110,519,9.8,5,57,3,30.5,0,0,158,27
862,862.0,DeVante Parker,MIA,2021,WR,10,40,73,515,12.9,2,42,7,51.5,0,0,104,29
863,863.0,Rashod Bateman,BAL,2021,WR,12,46,68,515,11.2,1,36,8,42.9,0,0,171,29
864,864.0,Allen Lazard,GB,2021,WR,15,40,60,513,12.8,8,42,8,34.2,0,0,168,28
865,865.0,Pat Freiermuth,PIT,2021,TE,16,60,79,497,8.3,7,24,2,31.1,1,1,247,34
866,866.0,C.J. Uzomah,CIN,2021,TE,16,49,63,493,10.1,5,55,7,30.8,0,0,300,24
867,867.0,Gerald Everett,SEA,2021,TE,15,48,63,478,10.0,4,41,5,31.9,2,2,249,26
868,868.0,Nick Westbrook-Ikhine,TEN,2021,WR,16,38,57,476,12.5,4,46,5,29.8,1,1,144,23
869,869.0,David Njoku,CLE,2021,TE,16,36,53,475,13.2,4,71,8,29.7,0,0,247,17
870,870.0,Nelson Agholor,NE,2021,WR,15,37,64,473,12.8,3,44,9,31.5,0,0,118,23
871,871.0,Najee Harris,PIT,2021,RB,17,74,94,467,6.3,3,25,3,27.5,0,0,499,22
872,872.0,Jerry Jeudy,DEN,2021,WR,10,38,56,467,12.3,0,40,7,46.7,1,0,185,22
873,873.0,DeSean JacksonLV,LV / LAR,2021,WR,16,20,34,454,22.7,2,75,6,28.4,1,1,175,12
874,874.0,Darrel Williams,KC,2021,RB,17,47,57,452,9.6,2,38,4,26.6,0,0,435,19
875,875.0,D'Andre Swift,DET,2021,RB,13,62,78,452,7.3,2,63,3,34.8,2,1,502,18
876,876.0,Keelan Cole Sr.,NYJ,2021,WR,15,28,51,449,16.0,1,54,7,29.9,0,0,85,20
877,877.0,Jalen Guyton,LAC,2021,WR,16,31,48,448,14.5,3,59,5,28.0,0,0,149,21
878,878.0,Jamison Crowder,NYJ,2021,WR,12,51,71,447,8.8,2,29,3,37.3,1,1,174,22
879,879.0,Nico Collins,HOU,2021,WR,14,33,60,446,13.5,1,32,8,31.9,0,0,131,22
880,880.0,Alvin Kamara,NO,2021,RB,13,47,67,439,9.3,5,31,4,33.8,0,0,432,20
881,881.0,Rondale Moore,ARI,2021,WR,14,54,64,435,8.1,1,77,3,31.1,1,0,438,18
882,882.0,Julio Jones,TEN,2021,WR,10,31,48,434,14.0,1,51,4,43.4,0,0,112,19
883,883.0,Laquon Treadwell,JAX,2021,WR,12,33,51,434,13.2,1,41,6,36.2,0,0,126,22
884,884.0,Marquez Valdes-Scantling,GB,2021,WR,11,26,55,430,16.5,3,75,8,39.1,0,0,146,18
885,885.0,Kadarius Toney,NYG,2021,WR,10,39,57,420,10.8,0,38,5,42.0,0,0,228,21
886,886.0,Allen Robinson II,CHI,2021,WR,12,38,66,410,10.8,1,39,5,34.2,0,0,101,22
887,887.0,Evan Engram,NYG,2021,TE,15,46,73,408,8.9,3,30,2,27.2,1,1,185,21
888,888.0,Olamide Zaccheaus,ATL,2021,WR,17,31,53,406,13.1,3,49,4,23.9,0,0,96,22
889,889.0,Brandon Bolden,NE,2021,RB,17,41,49,405,9.9,2,28,5,23.8,0,0,416,21
890,890.0,Josh ReynoldsDET,DET / TEN,2021,WR,12,29,49,396,13.7,2,39,6,33.0,0,0,119,21
891,891.0,Sammy Watkins,BAL,2021,WR,13,27,49,394,14.6,1,49,6,30.3,1,1,94,17
892,892.0,Aaron Jones,GB,2021,RB,15,52,65,391,7.5,6,26,4,26.1,1,0,412,22
893,893.0,Zach Pascal,IND,2021,WR,16,38,69,384,10.1,3,41,5,24.0,1,1,121,15
894,894.0,Adam Humphries,WSH,2021,WR,17,41,62,383,9.3,0,27,4,22.5,0,0,150,23
895,895.0,Tre'Quan Smith,NO,2021,WR,11,32,50,377,11.8,3,34,6,34.3,1,0,113,18
896,896.0,James Conner,ARI,2021,RB,15,37,39,375,10.1,3,45,5,25.0,0,0,382,18
897,897.0,Foster Moreau,LV,2021,TE,17,30,44,373,12.4,3,44,6,21.9,1,0,189,16
898,898.0,Ty Johnson,NYJ,2021,RB,16,34,55,372,10.9,2,23,3,23.3,0,0,334,20
899,899.0,Tyler Johnson,TB,2021,WR,17,36,55,360,10.0,0,31,4,21.2,0,0,137,14
900,900.0,Jonathan Taylor,IND,2021,RB,17,40,51,360,9.0,2,76,5,21.2,1,0,406,12
901,901.0,Durham Smythe,MIA,2021,TE,17,34,41,357,10.5,0,25,5,21.0,0,0,160,15
902,902.0,Joshua Palmer,LAC,2021,WR,17,33,49,353,10.7,4,36,3,20.8,0,0,94,18
903,903.0,Josh Jacobs,LV,2021,RB,15,54,64,348,6.4,0,29,2,23.2,0,0,395,14
904,904.0,Austin Hooper,CLE,2021,TE,16,38,61,345,9.1,3,34,4,21.6,0,0,185,18
905,905.0,Freddie Swain,SEA,2021,WR,17,25,40,343,13.7,4,68,6,20.2,0,0,206,12
906,906.0,Darius Slayton,NYG,2021,WR,13,26,58,339,13.0,2,42,4,26.1,1,1,65,14
907,907.0,Tony Pollard,DAL,2021,RB,15,39,46,337,8.6,0,32,2,22.5,2,0,341,15
908,908.0,T.Y. Hilton,IND,2021,WR,10,23,37,331,14.4,3,52,4,33.1,0,0,71,15
909,909.0,Albert Okwuegbunam Jr.,DEN,2021,TE,14,33,40,330,10.0,2,64,3,23.6,1,1,245,15
910,910.0,Damiere Byrd,CHI,2021,WR,17,26,38,329,12.7,1,54,3,19.4,0,0,116,18
911,911.0,Michael Carter,NYJ,2021,RB,14,36,55,325,9.0,0,23,2,23.2,1,1,341,17
912,912.0,Chris Conley,HOU,2021,WR,16,22,37,323,14.7,2,41,5,20.2,1,1,126,15
913,913.0,Mo Alie-Cox,IND,2021,TE,17,24,45,316,13.2,4,37,5,18.6,1,0,150,14
914,914.0,Javonte Williams,DEN,2021,RB,17,43,53,316,7.3,3,42,2,18.6,0,0,343,12
915,915.0,Joe Mixon,CIN,2021,RB,16,42,48,314,7.5,3,52,3,19.6,1,0,318,11
916,916.0,Marquise Goodwin,CHI,2021,WR,14,20,40,313,15.6,1,50,5,22.4,1,0,83,12
917,917.0,AJ Dillon,GB,2021,RB,17,34,37,313,9.2,2,50,3,18.4,1,0,310,15
918,918.0,Chase Edmonds,ARI,2021,RB,12,43,53,311,7.2,0,36,2,25.9,1,1,324,11
919,919.0,Nyheim Hines,IND,2021,RB,17,40,57,310,7.8,1,36,2,18.2,1,0,286,15
920,920.0,Jack Doyle,IND,2021,TE,17,29,43,302,10.4,3,34,3,17.8,0,0,125,18
921,921.0,Chester Rogers,TEN,2021,WR,16,30,43,301,10.0,1,39,3,18.8,0,0,103,12
922,922.0,David Montgomery,CHI,2021,RB,13,42,51,301,7.2,0,16,0,23.2,0,0,273,18
923,923.0,Jalen Reagor,PHI,2021,WR,17,33,57,299,9.1,2,34,4,17.6,0,0,151,13
924,924.0,Kyle Juszczyk,SF,2021,FB,17,30,38,296,9.9,1,26,2,17.4,0,0,151,16
925,925.0,DeAndre Carter,WSH,2021,WR,17,24,44,296,12.3,3,26,5,17.4,0,0,78,17
926,926.0,Jonnu Smith,NE,2021,TE,16,28,45,294,10.5,1,28,5,18.4,1,0,232,15
927,927.0,Antonio Gibson,WSH,2021,RB,16,42,52,294,7.0,3,73,2,18.4,1,1,333,12
928,928.0,Anthony Firkser,TEN,2021,TE,15,34,43,291,8.6,2,24,1,19.4,1,1,111,15
929,929.0,Ameer AbdullahMIN,MIN / CAR,2021,RB,17,38,53,289,7.6,1,23,1,17.0,0,0,294,13
930,930.0,Ezekiel Elliott,DAL,2021,RB,17,47,65,287,6.1,2,21,1,16.9,0,0,295,16
931,931.0,Jauan Jennings,SF,2021,WR,16,24,38,282,11.8,5,34,4,17.6,1,0,103,15
932,932.0,Ray-Ray McCloud III,PIT,2021,WR,16,39,66,277,7.1,0,24,2,17.3,1,0,115,17
933,933.0,Rashard Higgins,CLE,2021,WR,15,24,47,275,11.5,1,21,1,18.3,0,0,47,16
934,934.0,Devin Duvernay,BAL,2021,WR,16,33,47,272,8.2,2,21,1,17.0,0,0,141,14
935,,Michael Thomas,NO,2019,WR,16,149,185,1725,11.6,9,49,17,107.8,1,0,582,91
936,,Julio Jones,ATL,2019,WR,15,99,157,1394,14.1,6,54,21,92.9,1,0,360,77
937,,Chris Godwin,TB,2019,WR,14,86,121,1333,15.5,9,71,25,95.2,0,0,591,63
938,,Travis Kelce,KC,2019,TE,16,97,136,1229,12.7,5,47,13,76.8,1,1,430,65
939,,DeVante Parker,MIA,2019,WR,16,72,128,1202,16.7,9,51,21,75.1,0,0,291,58
940,,Keenan Allen,LAC,2019,WR,16,104,149,1199,11.5,6,45,15,74.9,0,0,368,63
941,,Kenny Golladay,DET,2019,WR,16,65,116,1190,18.3,11,75,22,74.4,1,1,301,52
942,,Amari Cooper,DAL,2019,WR,16,79,119,1189,15.1,8,53,17,74.3,0,0,245,54
943,,DJ Moore,CAR,2019,WR,15,87,135,1175,13.5,4,52,13,78.3,2,1,403,63
944,,Jarvis Landry,CLE,2019,WR,16,83,138,1174,14.1,6,65,20,73.4,0,0,440,55
945,,DeAndre Hopkins,HOU,2019,WR,15,104,150,1165,11.2,7,43,16,77.7,0,0,393,68
946,,Cooper Kupp,LAR,2019,WR,16,94,134,1161,12.4,10,66,21,72.6,3,0,547,51
947,,Mike Evans,TB,2019,WR,13,67,118,1157,17.3,8,67,17,89.0,0,0,276,54
948,,Allen Robinson II,CHI,2019,WR,16,98,154,1147,11.7,7,49,15,71.7,0,0,279,63
949,,,,2019,TE,16,90,117,1145,12.7,3,75,14,71.6,1,1,601,53
950,,Robert Woods,LAR,2019,WR,15,90,139,1134,12.6,2,48,14,75.6,0,0,584,54
951,,Stefon Diggs,MIN,2019,WR,15,63,94,1130,17.9,6,66,20,75.3,4,3,308,41
952,,Julian Edelman,NE,2019,WR,16,100,153,1117,11.2,6,44,13,69.8,3,1,337,54
953,,Courtland Sutton,DEN,2019,WR,16,72,124,1112,15.4,6,70,18,69.5,2,0,363,50
954,,Michael Gallup,DAL,2019,WR,14,66,113,1107,16.8,6,62,18,79.1,0,0,343,50
955,,John Brown,BUF,2019,WR,15,72,115,1060,14.7,6,53,17,70.7,0,0,217,53
956,,Tyler Lockett,SEA,2019,WR,16,82,110,1057,12.9,8,44,15,66.1,1,0,314,53
957,,George Kittle,SF,2019,TE,14,85,107,1053,12.4,5,61,16,75.2,1,0,622,53
958,,A.J. Brown,TEN,2019,WR,16,52,84,1051,20.2,8,91,15,65.7,1,0,463,39
959,,Tyler Boyd,CIN,2019,WR,16,90,148,1046,11.6,5,47,12,65.4,2,2,358,51
960,,Odell Beckham Jr.,CLE,2019,WR,16,74,133,1035,14.0,4,89,16,64.7,0,0,331,44
961,,DJ Chark Jr.,JAX,2019,WR,15,73,118,1008,13.8,8,69,17,67.2,0,0,316,42
962,,Christian McCaffrey,CAR,2019,RB,16,116,142,1005,8.7,4,28,7,62.8,0,0,1010,58
963,,Mike Williams,LAC,2019,WR,15,49,90,1001,20.4,2,56,17,66.7,0,0,219,41
964,,Davante Adams,GB,2019,WR,12,83,127,997,12.0,5,58,12,83.1,2,1,393,54
965,,Austin Ekeler,LAC,2019,RB,16,92,108,993,10.8,8,84,9,62.1,2,1,944,42
966,,Terry McLaurin,WSH,2019,WR,14,58,93,919,15.8,7,75,15,65.6,0,0,220,43
967,,Zach Ertz,PHI,2019,TE,15,88,135,916,10.4,6,30,12,61.1,1,1,276,50
968,,DK Metcalf,SEA,2019,WR,16,58,100,900,15.5,7,54,13,56.3,3,3,278,39
969,,Emmanuel SandersSF,SF / DEN,2019,WR,17,66,97,869,13.2,5,75,11,51.1,0,0,244,41
970,,Calvin Ridley,ATL,2019,WR,13,63,93,866,13.7,7,36,12,66.6,0,0,139,47
971,,Tyreek Hill,KC,2019,WR,12,58,89,860,14.8,7,57,11,71.7,0,0,276,39
972,,Mark Andrews,BAL,2019,TE,15,64,98,852,13.3,10,51,16,56.8,2,1,302,44
973,,Jamison Crowder,NYJ,2019,WR,16,78,122,833,10.7,6,41,11,52.1,0,0,357,41
974,,Randall Cobb,DAL,2019,WR,15,55,83,828,15.1,3,59,15,55.2,2,1,343,41
975,,Larry Fitzgerald,ARI,2019,WR,16,75,109,804,10.7,4,54,10,50.3,1,1,358,40
976,,Deebo Samuel Sr.,SF,2019,WR,15,57,81,802,14.1,3,42,17,53.5,2,1,481,32
977,,Austin Hooper,ATL,2019,TE,13,75,97,787,10.5,6,35,8,60.5,0,0,329,41
978,,Marvin Jones Jr.,DET,2019,WR,13,62,91,779,12.6,9,47,12,59.9,0,0,121,41
979,,Robbie Chosen,NYJ,2019,WR,16,52,96,779,15.0,5,92,13,48.7,1,0,171,35
980,,Cole Beasley,BUF,2019,WR,15,67,106,778,11.6,6,51,10,51.9,0,0,344,37
981,,Chris Conley,JAX,2019,WR,16,47,90,775,16.5,5,70,13,48.4,0,0,253,36
982,,Darius Slayton,NYG,2019,WR,14,48,84,740,15.4,8,55,12,52.9,0,0,198,32
983,,James Washington,PIT,2019,WR,15,44,80,735,16.7,3,79,13,49.0,1,1,203,31
984,,Tyler Higbee,LAR,2019,TE,15,69,89,734,10.6,3,33,11,48.9,0,0,403,36
985,,Christian Kirk,ARI,2019,WR,13,68,107,709,10.4,3,69,6,54.5,0,0,291,31
986,,Jared Cook,NO,2019,TE,14,43,65,705,16.4,9,61,15,50.4,0,0,258,32
987,,Diontae Johnson,PIT,2019,WR,16,59,92,680,11.5,5,45,7,42.5,3,1,307,31
988,,Danny Amendola,DET,2019,WR,15,62,97,678,10.9,1,47,6,45.2,0,0,218,36
989,,Golden Tate,NYG,2019,WR,11,49,85,676,13.8,6,64,10,61.5,1,1,289,30
990,,Sammy Watkins,KC,2019,WR,14,52,90,673,12.9,3,68,9,48.1,2,1,302,30
991,,William Fuller V,HOU,2019,WR,11,49,71,670,13.7,3,54,10,60.9,1,0,227,26
992,,Dede Westbrook,JAX,2019,WR,15,66,101,660,10.0,3,39,10,44.0,0,0,316,31
993,,Anthony Miller,CHI,2019,WR,16,52,85,656,12.6,2,35,11,41.0,0,0,227,34
994,,Hunter Henry,LAC,2019,TE,12,55,76,652,11.9,5,30,8,54.3,1,1,174,36
995,,,,2019,WR,14,42,64,651,15.5,6,46,12,46.5,0,0,204,33
996,,James White,NE,2019,RB,15,72,95,645,9.0,5,59,9,43.0,0,0,541,31
997,,Breshad Perriman,TB,2019,WR,14,36,70,645,17.9,6,44,15,46.1,0,0,134,29
998,,Curtis Samuel,CAR,2019,WR,16,54,105,627,11.6,6,44,8,39.2,0,0,153,36
999,,Zach Pascal,IND,2019,WR,16,41,72,607,14.8,5,37,11,37.9,0,0,234,29
1000,,Dallas Goedert,PHI,2019,TE,15,58,87,607,10.5,5,28,8,40.5,2,2,363,33
1001,,,,2019,WR,13,49,71,605,12.3,4,65,7,46.5,0,0,327,31
1002,,Corey Davis,TEN,2019,WR,15,43,69,601,14.0,2,38,10,40.1,1,0,211,33
1003,,Greg Olsen,CAR,2019,TE,14,52,82,597,11.5,2,41,6,42.6,0,0,217,34
1004,,Marquise Brown,BAL,2019,WR,14,46,71,584,12.7,7,83,8,41.7,0,0,237,24
1005,,Brandin Cooks,LAR,2019,WR,14,42,72,583,13.9,2,57,9,41.6,0,0,169,32
1006,,Sterling Shepard,NYG,2019,WR,10,57,83,576,10.1,3,36,8,57.6,0,0,180,29
1007,,Auden Tate,CIN,2019,WR,12,40,80,575,14.4,1,33,8,47.9,1,1,202,29
1008,,Mike Gesicki,MIA,2019,TE,16,51,89,570,11.2,5,34,7,35.6,1,1,195,25
1009,,Noah Fant,DEN,2019,TE,16,40,66,562,14.1,3,75,10,35.1,1,1,388,23
1010,,Kenny Stills,HOU,2019,WR,13,40,55,561,14.0,4,45,9,43.2,0,0,141,27
1011,,JuJu Smith-Schuster,PIT,2019,WR,12,42,70,552,13.1,3,76,7,46.0,1,1,243,23
1012,,Mecole Hardman,KC,2019,WR,16,26,41,538,20.7,6,83,9,33.6,0,0,305,18
1013,,Alvin Kamara,NO,2019,RB,14,81,97,533,6.6,1,41,2,38.1,1,0,568,28
1014,,Jason Witten,DAL,2019,TE,16,63,83,529,8.4,4,33,2,33.1,1,1,171,27
